naics_code,safegraph_place_id,location_name,street_address,city,region,postal_code,country,phone,latitude,longitude
451211,sg:67bdaf8929aa4c21b5bc49ef6a194c5f,Wonderworld Comics,3953 Dix Hwy,Lincoln Park,MI,48146,US,,42.226569,-83.194052
512131,sg:956d56c3ba1a4936be8525af4631aa23,The Mitten Theater,650 Church St,Plymouth,MI,48170,US,17342377920,42.373592,-83.467201
311811,sg:40c673350df444119fb615a33c654fda,Great Harvest Bread Co.,48923 Hayes Rd,Shelby Township,MI,48315,US,15865669500,42.655542,-82.976493
451211,sg:c97ed41d414b4de0a259c78b85c91c09,Vault of Midnight Comic Books and Stuff,95 Monroe Center St NW Ste A,Grand Rapids,MI,49503,US,16167769013,42.964751,-85.669988
451211,sg:767fbe5b25ae4de6acffe372e16d5d57,Barnes and Noble,6800 Eastman Ave Spc F630,Midland,MI,48642,US,19898355037,43.659488,-84.243612
712110,sg:c171a876d39b4246b89c377d4bd7074c,Arab American National Museum,13624 Michigan Ave,Dearborn,MI,48126,US,13135822266,42.322276,-83.176606
311811,sg:7190222ffa354d9ca7c85cf11b47565e,Bake Shoppe Of Traverse City,839 S Garfield Ave,Traverse City,MI,49686,US,12319228003,44.752075,-85.594401
311811,sg:7f45ecc57df24911aceadb031855bb99,Bottema Bakery,1442 Burton St SW,Wyoming,MI,49509,US,16164529062,42.927629,-85.702704
712110,sg:1407fe7b063c4f84bf4bff5b4624af3e,Houghton County Historical Museum Society,53150 Michigan 26,Lake Linden,MI,49945,US,19062964121,47.18366,-88.415929
311811,sg:b914ceb4a05e444eb8be7233cbacb0ae,Hello Cupcake,Clovermeadows Ave,Scotts,MI,49088,US,12698700396,42.187847,-85.501327
712110,sg:9c2e455d62d64937b4525886ba06e732,Harsha House Museum,103 State St,Charlevoix,MI,49720,US,12315470373,45.317744,-85.261145
451211,sg:c7c0baafcaa84f158cefe614d3e48642,Vassar Welding & Machine,769 Birch Rd,Vassar,MI,48768,US,19898238266,43.356624,-83.571213
712110,sg:6908bf9838c44216a78fc376eb8a99d6,Farwell Area Historical Museum,221 W Main St,Farwell,MI,48622,US,19895880580,43.834981,-84.868835
712110,sg:ae95c00d1dc143adbafc6b96af8ab080,Ypsilanti Automotive Heritage Museum,100 E Cross St,Ypsilanti,MI,48198,US,17344825200,42.245786,-83.608071
311811,sg:52fc2f9282d245138babed6747fc3910,Insomnia Cookies,603 E Grand River Avenue,East Lansing,MI,48823,US,15174186072,42.733449,-84.476167
311811,sg:adc0e930b4df476086af2db185fb4c24,New Palace Bakery,9833 Joseph Campau St,Hamtramck,MI,48212,US,13138751334,42.39749,-83.058602
311811,sg:65400d80c1c748fd892cd3571d200b18,Great Harvest Bread Co.,1137 S Adams Rd,Birmingham,MI,48009,US,12485940505,42.538677,-83.205028
512131,sg:99907a67f56f4bdaad77e9e82c60fcd0,Landmark Theaters,118 North Main Street In The Heart of Downtown,Royal Oak,MI,48067,US,12485425198,42.490325,-83.143814
311811,sg:d5d2ce95a0fe4d178c629aa303727aed,Lakes Cakes,1972 Four Oaks,Commerce Township,MI,48382,US,12483664981,42.602433,-83.519302
512131,sg:de2a62f2e8f04cfdac51f59100ca4b15,Sound Pictures,34651 Ford Rd,Westland,MI,48185,US,17348376050,42.324333,-83.381604
712110,sg:5ea654cfe95141f2bb5f18a801ddb076,Michigans Own Military & Space Museum,1250 Weiss St,Frankenmuth,MI,48734,US,,43.31835,-83.735419
712110,sg:769ca9d826954f7e8042cd042d5d31c2,Eli And Edythe Broad Art Museum,426 Auditorium Rd Rm 360,East Lansing,MI,48824,US,15178844800,42.732747,-84.476746
311811,sg:accdb9421ee24f9d8e111b90c0aa4173,Golden Brown Bakery,421 Phoenix St,South Haven,MI,49090,US,12696373418,42.403445,-86.274862
512131,sg:dfc7576166734766b405bc5ac253f9b8,GQT Quality 16,3686 Jackson Rd,Ann Arbor,MI,48103,US,17346237469,42.286679,-83.804288
512131,sg:d40d281cfce842de9029ace70c90270a,Willis Show Bar,4126 3rd St,Detroit,MI,48201,US,,42.348608,-83.067282
451211,sg:1db08584adfb4a3191e47007610cab64,Book Beat,26010 Greenfield Rd,Oak Park,MI,48237,US,12489681190,42.481897,-83.20111
512131,sg:58594a25eb134ca98ec321fa638de8e1,The Coliseum,11300 E 8 Mile Rd,Detroit,MI,48205,US,13135276969,42.447503,-83.009958
512131,sg:6297f03d34974fd2be80a0c83e509c07,The Mariner,430 S Water St,Marine City,MI,48039,US,18107655155,42.715192,-82.493013
311811,sg:0cf22c1d6d0a4c85a0a22d9abef0d3cb,Cole's Quality Foods,1188 Lakeshore Dr,Muskegon,MI,49441,US,12317224066,43.228236,-86.272363
512131,sg:1f6ad334dd784b8e80de5f4625c7d122,AMC Entertainment,206 N Second Ave,Alpena,MI,49707,US,,45.062893,-83.431731
311811,sg:f7ffbfb8e8304928beca34c0db030dd0,Fresh Choice,1916 Davison Rd,Flint,MI,48506,US,18102859921,43.032141,-83.664983
311811,sg:210845b558bb4c228aaa7986a2e57b53,Sweet 220 Pastry & Specialty Cakes,28760 Plymouth Rd,Livonia,MI,48150,US,17342613000,42.36971,-83.326708
512131,sg:cd9b86640cae46138bd70a5df745edaa,Arthur Miller Theatre,1226 Murfin Ave,Ann Arbor,MI,48109,US,,42.291944,-83.717561
311811,sg:a49339b95d4f4ce69fd5020a1b457fe3,Biscotti Bar,38741 Ann Arbor Rd,Livonia,MI,48150,US,17344200037,42.359349,-83.424315
712110,sg:292794673dc24373aa34dec92558561b,Port Huron Museum Of Arts & History,1115 6th St,Port Huron,MI,48060,US,,42.972166,-82.426517
311811,sg:41073cd0927f441eb9a1bb169511a173,Fordson Bakery Inc,13739 W Warren Ave,Dearborn,MI,48126,US,13138463308,42.343593,-83.178842
451211,sg:b3dc62b9265340b2b0f47288f3511d6a,Walden Books,4350 24th Ave Ste 616,Fort Gratiot,MI,48059,US,18103851989,43.035766,-82.453958
311811,sg:c8f40ba3fe2743a4bb13d9060be80fd7,Country Cookstove Bakery,8704 S Eberhardt Dr,Clare,MI,48617,US,19893866592,43.862436,-84.748394
311811,sg:808c00995f934ade9f2015c38652e5e6,Sarkozy Bakery,350 E Michigan Ave Ste 100,Kalamazoo,MI,49007,US,,42.29262,-85.579317
311811,sg:ba915d96383f42f9bffc8b785df2c33b,Bear Claw Coffee & Bakery,47235 Five Mile Rd,Plymouth,MI,48170,US,17344598941,42.393535,-83.508339
451211,sg:c32d2c34dbf54cb4970330dc158a5a62,Another Look Books,22263 Goddard Rd,Taylor,MI,48180,US,17343745665,42.22675,-83.252222
311811,sg:b79750e0efe24827a25250bed532181a,Gelato Bean,920 S Wayne Rd,Westland,MI,48186,US,17349572835,42.303253,-83.389308
451211,sg:da5307918fa7404c9f0a116008fa98cc,Round Lake Bookstore,216 Bridge St,Charlevoix,MI,49720,US,12315472699,45.317631,-85.258425
311811,sg:cbf6d761944143a087e0bdad4d860dc4,GoNanas,3744 Plaza Dr,Ann Arbor,MI,48108,US,12485635616,42.232439,-83.747096
512131,sg:8a2d12cab55f40239a25522b1f8cbe5c,Emagine Entertainment,39535 Ford Rd,Canton,MI,48187,US,17347213456,42.320855,-83.429451
311811,sg:0be956a60bb147b484ab77bd7aefd185,Fifty one O One,5101 Evergreen Rd,Dearborn,MI,48128,US,13132065101,42.323884,-83.234527
451211,sg:eea768d9f06f40b2b05f89ddd11530d0,Total Security Solutions,935 Garden Ln,Fowlerville,MI,48836,US,15172237807,42.654419,-84.08921
311811,sg:6a6eb3fab6004fa29078d342cdaeed59,A Treat You'll Remember,237 N River Rd,Mount Clemens,MI,48043,US,15863608239,42.600978,-82.859362
311811,sg:5161060dec0c4e9283f301161925eee5,Yasmenn Bakery,6530 Chase Rd,Dearborn,MI,48126,US,13135821544,42.338916,-83.185638
311811,sg:ecf1ab79bb264499908c77618d1be524,Cakes A Bloomin,412 Elmwood Rd,Lansing,MI,48917,US,15173212230,42.73796,-84.62109
512131,sg:338173e5e2b945429514dc89f5be8642,A Wilde Theatre,306 W Main St,Brighton,MI,48116,US,18109237705,42.529681,-83.783034
712110,sg:d789947de7a34059bf097471a67056d5,Our Saviours Historical Society & Museum,304 Walnut St,Manistee,MI,49660,US,12317230077,44.243667,-86.320862
712110,sg:ac63c63584a6444c93319d226ab8fed8,Museum Of Anthropology,3003 S State St # G395,Ann Arbor,MI,48109,US,,42.243248,-83.737249
451211,sg:ee59afe1e09a4afb9f829a3b1b0c12b8,Go Games,4288 Baldwin Rd Spc Great,Auburn Hills,MI,48326,US,12486394810,42.702476,-83.298584
712110,sg:3b35a52c32624a9ca486d8f22fcdf7c2,Pathfinder Museum,320 W Saint Joseph St,Lansing,MI,48933,US,,42.726684,-84.556666
311811,sg:a73a7f96027e499fbb941723487b659e,Stone House Bread,2425 Switch Dr Ste B,Traverse City,MI,49684,US,12319338864,44.731302,-85.625156
311811,sg:3725cb7d7d4f4c238183b86a80f3bb7a,Sara Lee Bakery Group,26203 Northline Rd,Taylor,MI,48180,US,17349469826,42.210499,-83.292926
451211,sg:e7f2e754c62f44d78e27edfeda43b883,Anne's Book Store,380 River St,Manistee,MI,49660,US,12313989260,44.24796,-86.322763
451211,sg:7500ca496dbc45f7bc4eb3e3edecdb10,Facet International Marketing,22777 Heslip Dr,Novi,MI,48375,US,12489120800,42.457858,-83.468686
451211,sg:7679c3ec10b6408b80acdeb77c61ed6b,Liberty Comics,27639 Gratiot Ave,Roseville,MI,48066,US,15867794130,42.4999,-82.935654
311811,sg:85d06eaf931b4224883f22e2e95cf65e,Foster's Super Market,820 W 7th St,Evart,MI,49631,US,12317345515,43.901573,-85.272799
512131,sg:e5029a11455e48aea807a54b1c404969,1515 Broadway Cafe,1515 Broadway St,Detroit,MI,48226,US,,42.336255,-83.048637
451211,sg:405a1230799e483b89a0ed2a83e32a17,Comic Relief,G4050 Fenton Rd,Flint,MI,48507,US,18102387221,42.972669,-83.693225
311811,sg:04ff97500f6d43998803f385ae29bdb6,Pain D'or Bakery,2147 17 Mile Rd,Sterling Heights,MI,48310,US,,42.579487,-83.087359
712110,sg:504b14f058204f3192312f5b1bd8639d,Cobblestone Farm Museum,2871 Packard St,Ann Arbor,MI,48108,US,17349942928,42.245343,-83.710597
311811,sg:951fa92ccfe44aceaefb82604f99dff2,Cupcake Station,205 S Main St,Rochester,MI,48307,US,12486515401,42.678472,-83.134044
451211,sg:b247226233f4482f83b2b2e5ff2fab21,Solutions of Southwest Michigan LLC,336 W Hayner Rd,Union City,MI,49094,US,,42.058466,-85.106201
512131,sg:c51ab58cb78947429b0143fcc1996f05,MJR Digital Cinemas,35400 Van Dyke Ave,Sterling Heights,MI,48312,US,15862641514,42.554088,-83.024296
451211,sg:a1d6314435d449edb9d4c1d54cbb2800,The Book Exchange,130 E Washington Ave,Jackson,MI,49201,US,15177681488,42.245826,-84.404272
311811,sg:200f7972e03e4b19a52d447471250ed8,Cakes A Bloomin,914 Charlevoix Dr,Grand Ledge,MI,48837,US,15176225678,42.741278,-84.734364
311811,sg:1cf26f66ce844abfbb190166e0efa069,La Rosa Bakery,5401 Proctor St,Detroit,MI,48210,US,13138940222,42.334648,-83.138417
451211,sg:34f3f9c6b1fc4b819b7cc1798f780e28,Steve's Country Corner,4993 M 18,Coleman,MI,48618,US,,43.755845,-84.487233
451211,sg:0d641da8f318499893f9272d1efb7562,Redux Books,1349 Lake Dr SE,Grand Rapids,MI,49506,US,16167422665,42.957835,-85.635255
512131,sg:e449ea78d967436eacd277ca32903088,Angel's Garden,7260 Huron Ave,Lexington,MI,48450,US,18103592496,43.268168,-82.530504
311811,sg:4f2db4e7e9754c30bc09c57c3b9566b8,DeRos Delicacies,24440 Harper Ave,Saint Clair Shores,MI,48080,US,13135310321,42.475356,-82.903404
311811,sg:03e523193f884c74b200c3def4d325ea,Gram's Pasties,2418 Ludington St,Escanaba,MI,49829,US,19067867363,45.746073,-87.083989
512131,sg:ace18ad3601c4015a644525509f98d5e,Traffic Light,24500 Henry B Joy Blvd,Mount Clemens,MI,48043,US,15864688900,42.609396,-82.859818
512131,sg:d62c6c567e884609a288d74e9f347068,GQT Holland 7,500 S Waverly Rd,Holland,MI,49423,US,16165467469,42.779039,-86.079743
451211,sg:cdef02cf317544108cf51508509a2cbe,A To Z Cards & Comics,32647 Ford Rd,Garden City,MI,48135,US,17344256780,42.324673,-83.363285
451211,sg:109225eb072c481da905317a2971b611,Reformed Book Outlet,3505 Kelly St,Hudsonville,MI,49426,US,16166696730,42.865278,-85.868961
712110,sg:9722395890034992b4f4543a56dc6fe1,Grand Rapids Public Museum,272 Pearl St NW,Grand Rapids,MI,49504,US,16169291700,42.966048,-85.67764
451211,sg:e041c50581ee4049b32fef6016b8637b,CFD Management,3250 Central Blvd,Hudsonville,MI,49426,US,,42.865724,-85.86328
445291,sg:56660975707a4b74ab11a6acc6f26af1,Mrs. Fields Gifts,3319 S Linden Rd,Flint,MI,48507,US,18102307511,42.981003,-83.768556
512131,sg:0bfc136e2bd4471fa579222fc45e7ef1,AMC Entertainment,4350 24th Ave,Fort Gratiot,MI,48059,US,,43.035316,-82.452772
712110,sg:1aa4eec5811541f6acad918dcc247b2d,Covert Historical Museum,33808 M 140,Covert,MI,49043,US,,42.294384,-86.262786
311811,sg:1b7d11d8dc89401f81ae332e61d3938a,Great Harvest Bread Co.,3376 E West Maple Rd,Commerce Township,MI,48390,US,12489269848,42.542199,-83.440648
451211,sg:10f287d63f2040f496cbb78c8965024d,Bookwarehouse,12240 S Beyer Rd Ste 70E,Birch Run,MI,48415,US,19896249390,43.247997,-83.779049
451211,sg:72a938c85bd7415abd941fe6862aff8d,VendTek Wholesale Equipment Inc,47757 West Rd Ste C-103,Wixom,MI,48393,US,12486692646,42.507438,-83.518281
451211,sg:0f70873274fe4eba8cf357646853810a,Asylum Collectables,20702 Van Born Rd,Dearborn Heights,MI,48125,US,13137246482,42.269947,-83.239854
451211,sg:180165ef3a9e4877902fc600fe2ed921,Brown's Family Bookstore,27309 Harper Ave,Saint Clair Shores,MI,48081,US,15867737370,42.49248,-82.897802
712110,sg:2a2fa4a62b6243468ebae6bd73b0f859,Marine City Museum,405 S Main St,Marine City,MI,48039,US,18107655446,42.715859,-82.494079
311811,sg:90b53052a08643759bf96852db1b1053,Nothing Bundt Cakes,43280 W 11 Mile Rd,Novi,MI,48375,US,12483082610,42.481446,-83.472584
512131,sg:0f3602eeb5594636b3a2f28c7385ef28,Hops on the Lakeshore,3850 61st St,Holland,MI,49423,US,16168869577,42.698557,-86.146615
712110,sg:7587d8e891a04395b444e91d0063880c,Monroe County Historical Museum,126 S Monroe St,Monroe,MI,48161,US,,41.915184,-83.399138
512131,sg:bcceb1abff674785a0c9626de3528ad5,Bel Air Luxury Cinema,10100 E 8 Mile Rd,Detroit,MI,48234,US,13134383494,42.444993,-83.015518
512131,sg:ed9586402bf24f06a722c51aecc548cb,Emagine Entertainment,10495 Hartland Rd,Hartland,MI,48353,US,18102075757,42.638053,-83.744421
311811,sg:6d6f5b0c4d6f4e44a7ec84775d2b382d,Great Harvest Bread Co.,1919 W Grand River Ave,Okemos,MI,48864,US,15173470022,42.719476,-84.41882
512131,sg:84ef5fb89fac43f5b880df35dfdb1d56,Emerald Theatre,31 N Walnut St,Mount Clemens,MI,48043,US,15866300120,42.597868,-82.879073
311811,sg:42626d5ff8ca4b4fb5938f46cec840c8,Bake N' Cakes,3003 E Kalamazoo St,Lansing,MI,48912,US,15173255977,42.730253,-84.50936
451211,sg:5f9bef03f70d4f68b0efbacaa783e9cb,Back To the Past Collectibles,35045 Plymouth Rd,Livonia,MI,48150,US,13135333130,42.367383,-83.388471
311811,sg:91708a2c87a345218c1e0a01fd92418e,Apple Annie's,39793 Garfield Rd,Clinton Township,MI,48038,US,15862637220,42.590165,-82.952682
311811,sg:96c068d479cb4076976bb4006b8135e6,Cherry Hut,211 N Michigan Ave,Beulah,MI,49617,US,12318824431,44.63532,-86.088716
512131,sg:512621402c7a4d30abb4044ca67e6a82,Ingalls Pictures,401 Hall St SW,Grand Rapids,MI,49503,US,12692134759,42.942734,-85.678171
451211,sg:5289daf1c0274f008720623860978ea1,First Edition Bookstore,461 Worth Rd,Moran,MI,49760,US,19062925513,46.027815,-85.03494
512131,sg:031560be71de4b089e9282dd612b83d8,Legends Gentlemen's Club,415 E Congress St,Detroit,MI,48226,US,13139615005,42.332115,-83.041739
451211,sg:dac69affbcf642059ba4955867cda00c,Schuler Books & Music,2660 28th St SE,Grand Rapids,MI,49512,US,16169422561,42.911612,-85.601388
311811,sg:056e92e6edbc4b6bb14df41e9991352f,Pink Elephant Cupcakes,23301 Jefferson Ave,Saint Clair Shores,MI,48080,US,15865525862,42.460991,-82.882725
451211,sg:f08aa960f19c40c197f406de4bdc65be,Inspired Word Creation's LLC,4180 Wilson Ave SW,Grandville,MI,49418,US,16162497799,42.888507,-85.762084
512131,sg:07acb87080c04b789dabeadf3e76372c,Celebration! Cinema,920 E Summit Ave,Norton Shores,MI,49444,US,,43.196786,-86.220543
451211,sg:fb83668b97bc431f802f1ccca35ec00f,Shrine of the Black Madonna,7625 Linwood St,Detroit,MI,48206,US,13138980360,42.363045,-83.102176
712110,sg:d35c7627950447d78c463ca27b40fdfb,Kingman Museum,175 Limit St,Battle Creek,MI,49037,US,12699655117,42.336897,-85.210904
451211,sg:01b564818963481abfec67e045be9e99,Lakeside Books,3247 Territorial Rd,Benton Harbor,MI,49022,US,12699258339,42.125455,-86.379755
451211,sg:1d5efc7f7a784541a02b105d254972a7,Guild of Blades,28736 John R Rd,Madison Heights,MI,48071,US,,42.502896,-83.105361
451211,sg:2f982c74ecd24b57b69beb14660acc42,WMU Bookstore,1922 W Michigan Ave,Kalamazoo,MI,49008,US,12693873929,42.285137,-85.612146
311811,sg:1d1fe7a369af48e4ac369d4b6baccd17,Sunflour Bakehaus,33250 Grand River Ave,Farmington,MI,48336,US,12484422360,42.464585,-83.375114
311811,sg:1ff94ad50d984c09a3a2a651a5c19fad,Great Harvest Bread Co.,139 E Main St,Northville,MI,48167,US,12483444404,42.431358,-83.481986
451211,sg:78cb69b8f88f493cbcac6483bbfe4d22,Far Ahead Advertising,2202 Plaza Dr,Benton Harbor,MI,49022,US,12699342583,42.078032,-86.431248
451211,sg:8cdc09254c0f4779ac251fa4a6985c94,The Books Connection,31208 5 Mile Rd,Livonia,MI,48154,US,17345241163,42.398926,-83.352607
512131,sg:c50e839806a24806809b5ef58c27da74,Bouzouki Strip Club,432 E Lafayette Blvd,Detroit,MI,48226,US,13139645744,42.33361,-83.042309
451211,sg:d781ad3e10f3403ca2099649757ef8a0,Paperbackwriter Books,61 Macomb Pl,Mount Clemens,MI,48043,US,,42.598222,-82.878742
712110,sg:15dbf73115f24713a74b8aad81ff0c67,Plank Road Museum,404 E Saginaw St,Breckenridge,MI,48615,US,19898421241,43.407734,-84.474579
512131,sg:29124099b72f4898b8a6353720825288,Masonic Temple,500 Temple St,Detroit,MI,48201,US,13138327100,42.341702,-83.060278
311811,sg:7ae542310e984a03896bff35989ecd3b,Smallcakes,2107 E Beltline Ave NE,Grand Rapids,MI,49525,US,16168054620,43.000659,-85.591023
311811,sg:9cdec0480c514c6c9caa4619ad78fab4,Sugared Petal Cake Shoppe,22091 West Rd,Woodhaven,MI,48183,US,17346727344,42.137704,-83.247352
451211,sg:6a04db6c781445a2b0194b1a6a6442de,Emery Pratt,1966 W M 21,Owosso,MI,48867,US,19897235291,42.998227,-84.205588
311811,sg:4e64ceaccb5741398a4a356e567cb697,Modern Bird Bakery,W Grandview Pkwy Lot B,Traverse City,MI,49684,US,,44.764316,-85.617252
451211,sg:ab27f4c764f649a5a2dadd365e8943d7,Bookstore,255 Jefferson Ave SE,Grand Rapids,MI,49503,US,16162340532,42.957567,-85.663177
712110,sg:f62a833115ca49a49921730bde48bfc2,Antique Toy And Firehouse Museum,3741 Wilder Rd Ste A,Bay City,MI,48706,US,,43.638881,-83.873565
512131,sg:1b0f15486e9546c1bcabe04bbda385d9,Buy Local Michigan,5510 Maple Hill Rd,Howard City,MI,49329,US,12312509624,43.373729,-85.482244
311811,sg:0ad124762ae54719b2c9d1a4e6b4c6ed,Exquisite Cakes by Donna,28030 Newport Dr,Warren,MI,48088,US,15868993296,42.500618,-82.994833
311811,sg:f0073860afdc401fa239e532960bc224,Aggie Mae's Bakery & Sweet Shoppe,Lansing City Market 325 City Market Dr,Lansing,MI,48912,US,15172142765,42.735766,-84.547882
512131,sg:6f6ec0e9891e4172a377dab550f97737,Michigan Theater,603 E Liberty St,Ann Arbor,MI,48104,US,,42.279665,-83.742033
512131,sg:a36cec266868477a88ac2986435d29e3,Mobile Telecast Productions,18600 Florence St Ste B-5,Roseville,MI,48066,US,17347574809,42.507179,-82.928981
451211,sg:4630a98b5ef8477f90a7ba878693310b,Black Stone Bookstore and Cultural Center,214 W Michigan Ave,Ypsilanti,MI,48197,US,17349617376,42.241206,-83.615279
445291,sg:48278b879ab84405a55432414cb4ce94,Mrs. Fields Gifts,14600 Lakeside Cir,Sterling Heights,MI,48313,US,15862470280,42.622304,-82.985001
512131,sg:39277661fdf448e0bd66ce7e0a2de75a,Go Comedy Improv Theater,261 E 9 Mile Rd,Ferndale,MI,48220,US,12483270575,42.460851,-83.13174
311811,sg:d4fded8279e84b9587c060005c2bec09,Lawry's Pasty Shop,2166 Us 41 W,Marquette,MI,49855,US,19062265040,46.549323,-87.434711
712110,sg:cd3f17a4f4004f01b316d8c4038c3bf8,Hanka Homestead Finnish Museum,13681 US Highway 41,Baraga,MI,49908,US,,46.858352,-88.481278
311811,sg:0ddf69b662f843cf91d954922a7b581e,Thalita's Dulzuritas,1619 Marion Ave,Lincoln Park,MI,48146,US,13139898359,42.249607,-83.169628
451211,sg:18f4b99ef2584783ba93e3b8ef69bebb,David Express,18251 Oak Ave,Eastpointe,MI,48021,US,,42.463077,-82.931383
445291,sg:c2b8986f48734a4892dfd7dbcc1bc558,Pretzelmaker,1189 Jackson Xing,Jackson,MI,49202,US,15177878003,42.268701,-84.428413
712110,sg:e74cb454c6824b94991390d14feb4e6c,Depot Museum,150 N Lowell St,Ironwood,MI,49938,US,19069320287,46.455302,-90.170491
451211,sg:47d5114bf8e84641b629ce035dc571a9,The News Group,2571 Saradan Dr,Jackson,MI,49202,US,15177847163,42.271867,-84.45956
512131,sg:20c000f1ba274c1e9622423934f17e20,MJR Digital Cinemas,3150 N Adrian Hwy,Adrian,MI,49221,US,15172653055,41.931938,-84.006019
311811,sg:d7c29ee6d36443c9a56be2205d23437d,Baklava Shop,12619 State St,Atlanta,MI,49709,US,19897855438,45.003976,-84.140659
712110,sg:790c9e9c70074ac0ae62c19618e941e5,Devos Art Museum,1401 Presque Isle Ave,Marquette,MI,49855,US,19062272235,46.558162,-87.402602
451211,sg:ddc84d2f4cf24f1ea5b10dc93eca3a25,Bay Mills News,11386 W Lakeshore Dr,Brimley,MI,49715,US,19062482258,46.422554,-84.602507
451211,sg:60ec6e6c917344f3b8c212befb3dd39e,Barnes and Noble,17111 Haggerty Rd,Northville,MI,48168,US,12483480696,42.411769,-83.435194
311811,sg:00900675f69d40db9bc283519cdf5f19,Cupcake Station,116 E Liberty St,Ann Arbor,MI,48104,US,17342221801,42.279421,-83.747784
311811,sg:e18b670649794512ae534f97687ee5e4,Scratch Sweet Shop,1009 E Grand River Ave,Howell,MI,48843,US,15175792404,42.60243,-83.917732
512131,sg:8ea0882333794d99bb180fcc628c1f85,Paw Paw Playhouse,404 E Michigan Ave,Paw Paw,MI,49079,US,,42.21718,-85.886988
311811,sg:04a39e96f49841249abf8b4a84bdb0ac,Delish Cupcakes By Nicole,8237 Allen Rd Primos Pizza,Allen Park,MI,48101,US,17342498383,42.249026,-83.217775
712110,sg:7db529143fb4452386d709e45d749c00,Fort St Joseph Museum,508 E Main St,Niles,MI,49120,US,12696834702,41.829139,-86.253335
451211,sg:a8226412ccc245b1bd0a00595a2e9013,Stoney Cabin Toys,115 River St,Elk Rapids,MI,49629,US,12314985744,44.898277,-85.412355
712110,sg:d538418b0edf481a9563cd1f43abaacc,Tuskegee Airmen National Historical Museum,6325 W Jefferson Ave,Detroit,MI,48209,US,13138438849,42.299281,-83.098474
451211,sg:4bbdd424874e4cfa8564736d8afb1b1e,Eaton Corporation,824 Industrial Rd,Marshall,MI,49068,US,,42.267425,-84.973208
311811,sg:047428ec101f45aa8267de1e20ba2169,Kitty's Cheesecakes & More,681 E 8 Mile Rd,Ferndale,MI,48220,US,12483362253,42.447107,-83.118563
512131,sg:6bf440414cb94f32a1d69b6097db7624,Loma Theater,221 N Paw Paw St,Coloma,MI,49038,US,12694685662,42.188135,-86.305963
451211,sg:230fe3ce79fd4649bc151dc6ffe4df61,Bestsellers,360 S Jefferson St,Mason,MI,48854,US,15176766648,42.579379,-84.443469
512131,sg:a449f815b4c0446ba2133a2d4ca0e315,Emagine Entertainment,30170 Grand River Ave,Farmington Hills,MI,48336,US,,42.455431,-83.343899
311811,sg:1ed8d3f44f054544872a3d1d3970aa20,Giovanni Bakery,34378 Harper Ave,Clinton Township,MI,48035,US,15862135350,42.549228,-82.874069
311811,sg:212b39fa6c3940819d467f8b48e6e5a1,Gellocake Gourmet Gelatins & Cakes,4660 Seneca Dr,Okemos,MI,48864,US,,42.716529,-84.413701
512131,sg:b699060f8d584f12aad72e2b389a4f1e,But It Was Funny Entertainment,3903 Karsen Ave,Muskegon,MI,49442,US,12182164302,43.214276,-86.146807
311811,sg:3740447bacab4f71a34e352a331e38d8,Great Harvest Bread Co.,1015 S Baldwin Rd,Lake Orion,MI,48360,US,12483915144,42.765066,-83.313097
311811,sg:d722c9c9b2194f92ace5d0b104dc6db9,Pasteleria Y Panaderia Zinapecuaro,1189 N Nottawa St,Sturgis,MI,49091,US,15743760941,41.816079,-85.417806
311811,sg:e456e5270e85481d80891461f99573ce,Sweet Creations by Layla Isho,34560 Dequindre Rd,Sterling Heights,MI,48310,US,15865547298,42.546843,-83.087084
451211,sg:549db35bcebf43e595a1b652e8fd0ab6,Storybook Village,560 N Hancock St,Pentwater,MI,49449,US,12318693120,43.776635,-86.432611
311811,sg:52c0a332125943fd81e7756318663d28,Hacienda Mexican Foods Products,3439 Livernois Ave,Detroit,MI,48210,US,13133615100,42.326401,-83.117368
311811,sg:114e44415216489aa8a4615d9292f0a4,Michigan Bread Bakery,26986 Trolley Industrial Dr,Taylor,MI,48180,US,13135229069,42.246957,-83.304125
512131,sg:87218e8d07cc45c6ac308aa1ccce62af,Celebration! Cinema,3728 Rivertown Pkwy SW,Grandville,MI,49418,US,,42.878615,-85.755965
512131,sg:407d4c37796d41b3b9135eb95f64bbb0,O'donnell Pat Civic Center,E4972 Jackson Rd,Ironwood,MI,49938,US,19069320602,46.472573,-90.162996
451211,sg:1f947fdfea2b41c6a8c7c3673afa9d4a,BC Comix & Games,669 Capital Ave SW,Battle Creek,MI,49015,US,12699633773,42.303526,-85.199166
451211,sg:80554494ecb945dfbf8ec0ad35adb383,Moonbeads & Inner Journey,109 N 3rd St,Niles,MI,49120,US,,41.829311,-86.255856
311811,sg:243537a89d8641a6847ea412ec5c724c,Metz Baking,26700 Schoenherr Rd,Warren,MI,48089,US,15867768216,42.491253,-82.986576
512131,sg:32ea02d0fbf943b793663fe4067480ba,Enter Stage Right,609 Huron Ave,Port Huron,MI,48060,US,18103346415,42.980608,-82.424834
451211,sg:43747f920cd145f5970c8fc07c2334e9,ExhibitA,4244 Orchard Lake Rd,West Bloomfield,MI,48323,US,,42.575885,-83.362615
311811,sg:a5cae4fbdbe44e56aeba649d4acaac0a,Cakabakery,82 W 8th St,Holland,MI,49423,US,16163923258,42.790115,-86.111166
