"safegraph_place_id","parent_safegraph_place_id","location_name","safegraph_brand_ids","brands","top_category","sub_category","naics_code","latitude","longitude","street_address","city","region","postal_code","iso_country_code","phone_number","open_hours","category_tags"
sg:f8508f88b19748f291b46470a01b44d5,,TA Apparel,,,Book Stores and News Dealers,Book Stores,451211,41.946846,-84.760679,3511 Guernsey Rd,Allen,MI,49227,US,+15176109569,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""8:00"", ""20:00""]], ""Sun"": [[""8:00"", ""20:00""]] }",
sg:8e441fad90b84f32a1c164f1ce2c3df6,,One Night Stan's Comedy Club,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.657959,-83.381822,4761 Highland Rd,Waterford,MI,48328,US,+12488756524,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [[""16:00"", ""20:30""]], ""Fri"": [[""11:00"", ""20:30""]], ""Sat"": [[""14:00"", ""22:00""]], ""Sun"": [] }",
sg:217f05b8949545c3afdfb518a5ebcd3e,,Sensual Arts Adult Book Store,,,Book Stores and News Dealers,Book Stores,451211,45.753379,-87.077539,615 N Lincoln Rd,Escanaba,MI,49829,US,+19067869020,"{ ""Mon"": [[""10:00"", ""23:00""]], ""Tue"": [[""10:00"", ""23:00""]], ""Wed"": [[""10:00"", ""24:00""]], ""Thu"": [[""10:00"", ""24:00""]], ""Fri"": [[""10:00"", ""24:00""]], ""Sat"": [[""10:00"", ""24:00""]], ""Sun"": [[""14:00"", ""22:00""]] }",
sg:ec1b47be9e1e4ae38852d9d15a75946e,,The Daily BakeHouse,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,44.247084,-86.319654,76 Division St,Manistee,MI,49660,US,+12312991401,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [[""8:30"", ""15:00""]], ""Thu"": [[""8:30"", ""15:00""]], ""Fri"": [[""8:30"", ""15:00""]], ""Sat"": [[""8:30"", ""15:00""]], ""Sun"": [] }",
sg:10230ac48d5d4d6c973f4bc342bfef54,,Washington Historic Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,712110,42.7231,-83.035163,58230 Van Dyke Rd,Washington,MI,48094,US,+15867865304,,
sg:51fe5c1684994e99998898a916e52efe,,Masri Sweets,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.331118,-83.176532,5755 Schaefer Rd,Dearborn,MI,48126,US,+13135843500,"{ ""Mon"": [[""8:00"", ""23:00""]], ""Tue"": [[""8:00"", ""23:00""]], ""Wed"": [[""8:00"", ""23:00""]], ""Thu"": [[""8:00"", ""23:00""]], ""Fri"": [[""8:00"", ""23:00""]], ""Sat"": [[""8:00"", ""23:00""]], ""Sun"": [[""8:00"", ""23:00""]] }",
sg:cf2ecfb336954f609fdaee82980b9705,,Grand Cakes,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,43.043857,-85.606237,4460 Plainfield Ave NE,Grand Rapids,MI,49525,US,+16168662292,,
sg:7db98d6524d24cdfbd6d71d8fcb3bab0,,A' Fondant,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.538356,-83.501674,1050 Benstein Rd Ste 8,Commerce Township,MI,48390,US,+12486699800,"{ ""Mon"": [], ""Tue"": [[""11:00"", ""18:00""]], ""Wed"": [[""11:00"", ""18:00""]], ""Thu"": [[""11:00"", ""18:00""]], ""Fri"": [[""11:00"", ""18:00""]], ""Sat"": [[""11:00"", ""17:00""]], ""Sun"": [] }",
sg:1d1fe7a369af48e4ac369d4b6baccd17,,Sunflour Bakehaus,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.464585,-83.375114,33250 Grand River Ave,Farmington,MI,48336,US,+12484422360,"{ ""Mon"": [], ""Tue"": [[""6:00"", ""13:00""]], ""Wed"": [[""6:00"", ""13:00""]], ""Thu"": [[""6:00"", ""13:00""]], ""Fri"": [[""6:00"", ""13:00""]], ""Sat"": [[""6:00"", ""16:00""]], ""Sun"": [] }",
sg:1ff94ad50d984c09a3a2a651a5c19fad,,Great Harvest Bread Co.,SG_BRAND_5d2564f24e50f2d114deaa19321c8086,Great Harvest Bread Co.,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.431358,-83.481986,139 E Main St,Northville,MI,48167,US,+12483444404,"{ ""Mon"": [[""7:00"", ""18:30""]], ""Tue"": [[""7:00"", ""18:30""]], ""Wed"": [[""7:00"", ""18:30""]], ""Thu"": [[""7:00"", ""18:30""]], ""Fri"": [[""7:00"", ""18:30""]], ""Sat"": [[""7:00"", ""17:00""]], ""Sun"": [] }",
sg:f079f0fad56246acb5ada4672c3c956d,,John E N Howard Bandshell,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.111454,-86.481535,550 Port St,Saint Joseph,MI,49085,US,,,
sg:b1f930b9c8cb41feac1f3f9c4a149c2c,,Blindsided Blessings,,,Book Stores and News Dealers,Book Stores,451211,42.396477,-83.210642,14649 Grandmont Ave,Detroit,MI,48227,US,+13136815960,,
sg:7c85f995c2c7404c8379ec56539dd5ca,sg:886dd29bb33d48fab92a0dbeab16a9bd,Edita's Cakes,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.520118,-83.008178,30661 Hoover Rd,Warren,MI,48093,US,+15867512275,"{ ""Mon"": [], ""Tue"": [[""12:00"", ""18:00""]], ""Wed"": [[""12:00"", ""18:00""]], ""Thu"": [[""12:00"", ""18:00""]], ""Fri"": [[""12:00"", ""18:00""]], ""Sat"": [[""11:00"", ""15:00""]], ""Sun"": [] }",
sg:78cb69b8f88f493cbcac6483bbfe4d22,,Far Ahead Advertising,,,Book Stores and News Dealers,Book Stores,451211,42.078032,-86.431248,2202 Plaza Dr,Benton Harbor,MI,49022,US,+12699342583,"{ ""Mon"": [[""9:00"", ""16:00""]], ""Tue"": [[""9:00"", ""16:00""]], ""Wed"": [[""9:00"", ""16:00""]], ""Thu"": [[""9:00"", ""16:00""]], ""Fri"": [[""9:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }",
sg:001cf6dd5a264513aea956c3b0e0b96b,,Panaderia La Bendicion Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.245554,-83.620218,531 W Cross St,Ypsilanti,MI,48197,US,+17346860942,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""8:00"", ""20:00""]], ""Sun"": [[""8:00"", ""20:00""]] }",
sg:3fe22ff672234895bf2bafa9850067fc,,Lo & Behold,,,Book Stores and News Dealers,Book Stores,451211,42.398251,-83.058398,10022 Joseph Campau St,Hamtramck,MI,48212,US,+13137590075,"{ ""Mon"": [[""12:00"", ""19:00""]], ""Tue"": [[""12:00"", ""19:00""]], ""Wed"": [[""12:00"", ""19:00""]], ""Thu"": [[""12:00"", ""19:00""]], ""Fri"": [[""12:00"", ""19:00""]], ""Sat"": [[""12:00"", ""19:00""]], ""Sun"": [] }",
sg:346bcc3efd6d4b10aad3b7793e7b1dbd,,Wing House Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,712110,41.939023,-84.997422,27 S Jefferson St,Coldwater,MI,49036,US,+15172782871,,
sg:39277661fdf448e0bd66ce7e0a2de75a,,Go Comedy Improv Theater,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.460851,-83.13174,261 E 9 Mile Rd,Ferndale,MI,48220,US,+12483270575,,
sg:4e2a650ed645499ba1b6ec9716e60ad9,,Gratiot County Area Historical Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,712110,43.291412,-84.608934,129 W Center St,Ithaca,MI,48847,US,+19898754974,,
sg:54e732c144464a088e619ba4f1172069,,Jack Roush Transportation Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,712110,42.456316,-83.384829,34300 W 9 Mile Rd,Farmington,MI,48335,US,+12484268443,,
sg:2126265086aa4c8695ab2ae9bfd78a0f,sg:376fc55714c5433e89f71560e79a5f7a,Go Calendars & Games,,,Book Stores and News Dealers,Book Stores,451211,42.625754,-82.946953,17370 Hall Rd Spc 188,Clinton Township,MI,48038,US,,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""11:00"", ""18:00""]] }",
sg:e4d7638490b74f629dd867dd6c66f560,,Buy The Book,,,Book Stores and News Dealers,Book Stores,451211,43.655731,-83.946535,2894 S Huron Rd,Kawkawlin,MI,48631,US,+19896847876,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [[""11:00"", ""16:00""]] }",
sg:39b4ecc735154f70940dd6f4762ba7f1,,Lansing North Lansing Electric Railroad Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,712110,42.747586,-84.548644,317 E Cesar E Chavez Ave,Lansing,MI,48906,US,,,
sg:6e825c6db7b1428c8776da4f2db5bf2c,,C MacNeill Book Dealer,,,Book Stores and News Dealers,Book Stores,451211,42.502849,-83.190954,3155 12 Mile Rd,Berkley,MI,48072,US,+12485431177,,
sg:9dd0a5d98b104fa9abe5aab45fba3334,,Bestfoods Baking,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.46953,-83.087732,24040 Vance Ave,Hazel Park,MI,48030,US,+12485472737,,
sg:d14f083c0f6745e7ab42ac4489985fa2,sg:b6be21be117f4b0b841e3af06548557f,Nothing Bundt Cakes,SG_BRAND_06e63dbcb0f18f13ff92bd23dd7f2213,Nothing Bundt Cakes,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.682936,-83.195597,3074 Walton Blvd,Rochester Hills,MI,48309,US,+12483196901,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [] }",
sg:bf6173069c4645979d9e84e55a02602a,,The Ringwald Theatre,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.460242,-83.133784,22742 Woodward Ave,Ferndale,MI,48220,US,+12485455545,,
sg:a49339b95d4f4ce69fd5020a1b457fe3,,Biscotti Bar,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.359349,-83.424315,38741 Ann Arbor Rd,Livonia,MI,48150,US,+17344200037,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""11:00"", ""16:00""]], ""Sun"": [] }",
sg:71df7416f2394e3d8523d8c2a0be259e,,M & M Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.936412,-85.685669,1506 Grandville Ave SW,Grand Rapids,MI,49503,US,+16162458989,"{ ""Mon"": [[""9:30"", ""18:00""]], ""Tue"": [[""9:30"", ""18:00""]], ""Wed"": [[""9:30"", ""18:00""]], ""Thu"": [[""9:30"", ""18:00""]], ""Fri"": [[""9:30"", ""18:00""]], ""Sat"": [[""9:00"", ""15:00""]], ""Sun"": [] }",
sg:6d6f5b0c4d6f4e44a7ec84775d2b382d,sg:19cb1625fd2243a1bd9231f59d0e19c7,Great Harvest Bread Co.,SG_BRAND_5d2564f24e50f2d114deaa19321c8086,Great Harvest Bread Co.,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.719476,-84.41882,1919 W Grand River Ave,Okemos,MI,48864,US,+15173470022,"{ ""Mon"": [[""7:00"", ""19:00""]], ""Tue"": [[""7:00"", ""19:00""]], ""Wed"": [[""7:00"", ""19:00""]], ""Thu"": [[""7:00"", ""19:00""]], ""Fri"": [[""7:00"", ""19:00""]], ""Sat"": [[""7:00"", ""17:00""]], ""Sun"": [] }",
sg:e9b610b8c5d04bf9acbf75a8a7ede428,,COGnition,,,Book Stores and News Dealers,Book Stores,451211,44.636038,-86.088324,269 N Michigan Ave,Beulah,MI,49617,US,+12313834095,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [] }",
sg:84ef5fb89fac43f5b880df35dfdb1d56,,Emerald Theatre,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.597868,-82.879073,31 N Walnut St,Mount Clemens,MI,48043,US,+15866300120,,
sg:14970b78b7174c7a80f176b8199d89f2,,Max's Donuts,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,43.051094,-83.309928,350 W Genesee St,Lapeer,MI,48446,US,+18106640711,"{ ""Mon"": [[""5:00"", ""16:00""]], ""Tue"": [[""5:00"", ""16:00""]], ""Wed"": [[""5:00"", ""16:00""]], ""Thu"": [[""5:00"", ""16:00""]], ""Fri"": [[""5:00"", ""18:00""]], ""Sat"": [[""5:00"", ""15:00""]], ""Sun"": [[""6:00"", ""14:00""]] }",
sg:3131f7e7005940e9b04a68cc2e5c865f,,Tri Cities Historical Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,712110,43.063668,-86.23092,200 Washington Ave,Grand Haven,MI,49417,US,+16168420700,,
sg:3729235393864e47be17a4c1c33c1b00,,Grand Rapids Art Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,712110,42.965019,-85.670889,101 Monroe Center St NW,Grand Rapids,MI,49503,US,,"{ ""Mon"": [[""10:00"", ""17:00""]], ""Tue"": [[""10:00"", ""17:00""]], ""Wed"": [[""10:00"", ""17:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""17:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",
sg:332adf05efe04a939b12e477ade87c27,sg:464c0a739e614b3f894a13d1809b1510,Sugar Momma's Bakery & Cafe,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.912627,-85.507413,6504 28th St SE Ste B,Grand Rapids,MI,49546,US,+16169572122,"{ ""Mon"": [[""7:00"", ""18:00""]], ""Tue"": [[""7:00"", ""18:00""]], ""Wed"": [[""7:00"", ""18:00""]], ""Thu"": [[""7:00"", ""18:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [[""8:00"", ""16:00""]], ""Sun"": [] }",
sg:a7d027afffd441b9a1e4146cfe9ec528,,The Booknook,,,Book Stores and News Dealers,Book Stores,451211,44.279952,-83.490677,131 1/2 Newman St,East Tawas,MI,48730,US,+19893624691,,
sg:aa88c6b22dc04ee188057e621f2ec051,,Great Lakes Baking,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.396171,-83.133966,14430 Dexter Ave,Detroit,MI,48238,US,+12488959033,,
sg:eb14646f1da74408947a9e910d63e845,,The Friends Shop,,,Book Stores and News Dealers,Book Stores,451211,42.208362,-83.615205,5577 Whittaker Rd,Ypsilanti,MI,48197,US,,,
sg:7a6256e76ce04b21bb9ba4961376052e,,Purple Tree Books,,,Book Stores and News Dealers,Book Stores,451211,45.645777,-84.475427,334 N Main St,Cheboygan,MI,49721,US,,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [] }",
sg:303117c612fc45c5a2837e578dd54ee4,,Insomnia Cookies,SG_BRAND_71ad970d8cd5e1ab,Insomnia Cookies,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.245521,-83.623,733 W Cross St,Ypsilanti,MI,48197,US,+17342373669,"{ ""Mon"": [[""0:00"", ""3:00""], [""10:00"", ""24:00""]], ""Tue"": [[""0:00"", ""3:00""], [""10:00"", ""24:00""]], ""Wed"": [[""0:00"", ""3:00""], [""10:00"", ""24:00""]], ""Thu"": [[""0:00"", ""3:00""], [""10:00"", ""24:00""]], ""Fri"": [[""0:00"", ""3:00""], [""10:00"", ""24:00""]], ""Sat"": [[""0:00"", ""3:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""3:00""], [""11:00"", ""24:00""]] }",
sg:d9e55a52624246169449bac5a376acfd,,Hancock Pewabic House & Museum Society,,,"Museums, Historical Sites, and Similar Institutions",Museums,712110,47.125825,-88.581514,222 Hancock St,Hancock,MI,49930,US,,,
sg:8858c50751884772bdd383bda3757ac4,,For the Love of Sugar,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.346171,-83.055149,100 Erskine St,Detroit,MI,48201,US,+13137887111,,
sg:f5afb4d31ab04be79677441eaee1f3de,,Charmed Gentleman Club,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.293968,-83.15321,403 S Dix St,Detroit,MI,48217,US,+13133270305,,
sg:15ffc99818d24f6cac0c21e8c58f8f98,,Great Harvest Bread Co.,SG_BRAND_5d2564f24e50f2d114deaa19321c8086,Great Harvest Bread Co.,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.947236,-85.555245,850 Forest Hill Ave SE,Grand Rapids,MI,49546,US,+16169420606,"{ ""Mon"": [[""7:00"", ""18:00""]], ""Tue"": [[""7:00"", ""18:00""]], ""Wed"": [[""7:00"", ""18:00""]], ""Thu"": [[""7:00"", ""18:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [[""8:00"", ""16:00""]], ""Sun"": [] }",
sg:2ae57a34c5a9475ebc05a77878cf7210,,Miami Bake Shoppe Original,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.398903,-83.351829,31120 5 Mile Rd,Livonia,MI,48154,US,+17345259261,"{ ""Mon"": [], ""Tue"": [[""9:30"", ""17:00""]], ""Wed"": [[""9:30"", ""17:00""]], ""Thu"": [[""9:30"", ""17:00""]], ""Fri"": [[""9:30"", ""17:00""]], ""Sat"": [[""9:30"", ""17:00""]], ""Sun"": [[""9:30"", ""15:00""]] }",
sg:f1fa6179a8a749fca8743793dd610149,,A F T Bookstore Relig,,,Book Stores and News Dealers,Book Stores,451211,42.310509,-83.09313,4735 W Fort St,Detroit,MI,48209,US,+13138434333,,
sg:efeb61a8f6ca4a7381a48e8d44705cff,,Lutheran Center Bookstore,,,Book Stores and News Dealers,Book Stores,451211,42.464885,-82.953978,16259 E 9 Mile Rd,Eastpointe,MI,48021,US,+15867742831,,
sg:b2e9ba0669fe4798a16986e1cda7d42c,,Superior Groundcover,,,Book Stores and News Dealers,Book Stores,451211,42.963458,-85.865193,10588 Linden Dr NW,Grand Rapids,MI,49534,US,+16166697479,,
sg:5a748998da4a40f4aaf05a9228def59b,,The Book Nook & Java Shop,,,Book Stores and News Dealers,Book Stores,451211,43.417359,-86.355122,8744 Ferry St,Montague,MI,49437,US,+12318945333,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""9:00"", ""13:00""]] }",
sg:754bdf265d144d33a0273ae0ab3b674e,,Cook Christian Supplies,,,Book Stores and News Dealers,Book Stores,451211,43.37698,-84.663742,219 Prospect Ave,Alma,MI,48801,US,+19897731935,,
sg:aa82114d81a54bb3b57ac9fffab1c193,,Michelle Louise Studio,,,Book Stores and News Dealers,Book Stores,451211,42.605671,-85.090488,324 N Queen St,Nashville,MI,49073,US,+12318380905,,
sg:89cf0c534aed40dca25a452afe40017c,,Zerilli's Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.606782,-82.953633,42171 Garfield Rd,Clinton Township,MI,48038,US,+15862864650,"{ ""Mon"": [[""6:00"", ""18:00""]], ""Tue"": [[""6:00"", ""18:00""]], ""Wed"": [[""6:00"", ""18:00""]], ""Thu"": [[""6:00"", ""18:00""]], ""Fri"": [[""6:00"", ""18:00""]], ""Sat"": [[""6:00"", ""17:00""]], ""Sun"": [] }",
sg:c4985b6dfb1c442c9305bb3a258f80cc,,Landing Strip Lounge,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.221811,-83.395826,36431 Goddard Rd,Romulus,MI,48174,US,+17349429600,"{ ""Mon"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""19:00"", ""24:00""]] }",
sg:1b7d11d8dc89401f81ae332e61d3938a,,Great Harvest Bread Co.,SG_BRAND_5d2564f24e50f2d114deaa19321c8086,Great Harvest Bread Co.,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.54218,-83.440597,3376 E West Maple Rd,Commerce Township,MI,48390,US,+12489269848,,
sg:3c00f62862c244dc89bf657ac8bce0ca,,Nothing Bundt Cakes,SG_BRAND_06e63dbcb0f18f13ff92bd23dd7f2213,Nothing Bundt Cakes,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.913356,-85.541656,5121 28th St SE,Grand Rapids,MI,49512,US,+16167346995,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [] }",
sg:808c00995f934ade9f2015c38652e5e6,,Sarkozy Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.29262,-85.579317,350 E Michigan Ave Ste 100,Kalamazoo,MI,49007,US,,,
sg:9e607dfab0bb4761918f2f25bf350879,,Amazing Book Store,,,Book Stores and News Dealers,Book Stores,451211,43.050567,-83.640049,3718 Richfield Rd,Flint,MI,48506,US,+18107363025,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""19:00""]], ""Sat"": [[""11:00"", ""19:00""]], ""Sun"": [] }",
sg:f5dd9a908b714acd9df3f054e0920217,,Michigamme Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,712110,46.535562,-88.108983,110 W Main St,Michigamme,MI,49861,US,+19063239016,,
sg:ba915d96383f42f9bffc8b785df2c33b,,Bear Claw Coffee & Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.393535,-83.508339,47235 Five Mile Rd,Plymouth,MI,48170,US,+17344598941,,
sg:c32d2c34dbf54cb4970330dc158a5a62,,Another Look Books,,,Book Stores and News Dealers,Book Stores,451211,42.22675,-83.252222,22263 Goddard Rd,Taylor,MI,48180,US,+17343745665,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [] }",
sg:bbdb55f94a84474e878d9274cdb43895,,Patisserie Parmentier,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.47279,-83.441406,40001 Grand River Ave,Novi,MI,48375,US,+12484734511,"{ ""Mon"": [], ""Tue"": [[""9:00"", ""15:00""]], ""Wed"": [[""9:00"", ""15:00""]], ""Thu"": [[""9:00"", ""15:00""]], ""Fri"": [[""9:00"", ""15:00""]], ""Sat"": [[""10:00"", ""14:00""]], ""Sun"": [[""10:00"", ""14:00""]] }",
sg:4cf4aba3fd3d4bb88e4bce8f704daef9,,Gatto's Place,,,Book Stores and News Dealers,Book Stores,451211,42.504372,-82.932587,28311 Gratiot Ave,Roseville,MI,48066,US,+15862045759,"{ ""Mon"": [], ""Tue"": [[""12:00"", ""20:00""]], ""Wed"": [[""12:00"", ""20:00""]], ""Thu"": [[""12:00"", ""20:00""]], ""Fri"": [[""12:00"", ""20:00""]], ""Sat"": [[""12:00"", ""20:00""]], ""Sun"": [] }",
sg:0eb258b004a94caa992fdb104312d1bb,,Bread of Life Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,46.48172,-90.050168,105 N Sophie St,Bessemer,MI,49911,US,+19066634005,,
sg:b9ea337732cd449c9fa419845dc84387,,Self Esteem Shop,,,Book Stores and News Dealers,Book Stores,451211,42.722862,-82.692977,9568 Marine City Hwy,Casco,MI,48064,US,+12485499900,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [] }",
sg:41af0c3caafe46f791f4218b49597f2d,,Just Delicious Scones & The Royal Treat Tea Room,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.508268,-82.93487,28750 Utica Rd,Roseville,MI,48066,US,+15868598814,,
sg:0e34d4a6af2f4eeca41d533317aeba8b,,Township Of East China Red Brick Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,712110,42.75393,-82.490721,696 Meisner Rd,East China,MI,48054,US,+18107652871,,
sg:a4071a4d807d424794fd32b1f9266919,,One Trick Pony Grill & Taproom,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.963001,-85.665233,136 Fulton St E,Grand Rapids,MI,49503,US,+16162357669,"{ ""Mon"": [], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""23:00""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""17:00"", ""23:00""]], ""Sun"": [[""11:00"", ""16:00""]] }",
sg:a63b0f72a64a4d15bd929bbf192c7f0f,,Great Harvest Bread Co.,SG_BRAND_5d2564f24e50f2d114deaa19321c8086,Great Harvest Bread Co.,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.740394,-84.637761,6137 W Saginaw Hwy,Lansing,MI,48917,US,+15173271088,,
sg:84b9b87ff0234321aa69c32c12425dbd,,Squirreled Away Books Inc,,,Book Stores and News Dealers,Book Stores,451211,42.844136,-82.885163,22985 W Main St,Armada,MI,48005,US,+15867848873,"{ ""Mon"": [], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [] }",
